Deal;Date;Metric;Value;Threshold;Relationship;Status
FIDC Capim;30/04/2024;Loss Index;0.0602;0.12;<=;OK
FIDC Capim;31/05/2024;Loss Index;0.0635;0.12;<=;OK
FIDC Capim;30/06/2024;Loss Index;0.066;0.12;<=;OK
FIDC Capim;31/07/2024;Loss Index;0.068;0.12;<=;OK
FIDC Capim;31/08/2024;Loss Index;0.0709;0.12;<=;OK
FIDC Capim;30/09/2024;Loss Index;0.073;0.12;<=;OK
FIDC Capim;31/10/2024;Loss Index;0.0749;0.12;<=;OK
FIDC Capim;30/11/2024;Loss Index;0.0782;0.12;<=;OK
FIDC Capim;31/12/2024;Loss Index;0.0797;0.12;<=;OK
FIDC Capim;31/01/2025;Loss Index;0.0813;0.12;<=;OK
FIDC Capim;28/02/2025;Loss Index;0.085;0.12;<=;OK
FIDC Capim;31/03/2025;Loss Index;0.0878;0.12;<=;OK
FIDC Terramagna;31/10/2023;Expected allocation index;0.8743;0.8;>=;OK
FIDC Terramagna;30/11/2023;Expected allocation index;0.8889;0.8;>=;OK
FIDC Terramagna;31/12/2023;Expected allocation index;0.8976;0.8;>=;OK
FIDC Terramagna;31/01/2024;Expected allocation index;0.8915;0.8;>=;OK
FIDC Terramagna;29/02/2024;Expected allocation index;0.8871;0.8;>=;OK
FIDC Terramagna;31/03/2024;Expected allocation index;0.8822;0.8;>=;OK
FIDC Terramagna;30/04/2024;Expected allocation index;0.8306;0.8;>=;OK
FIDC Terramagna;31/05/2024;Expected allocation index;0.8306;0.8;>=;OK
FIDC Terramagna;30/06/2024;Expected allocation index;0.8747;0.8;>=;OK
FIDC Terramagna;31/07/2024;Expected allocation index;0.8664;0.8;>=;OK
FIDC Terramagna;31/08/2024;Expected allocation index;0.8558;0.8;>=;OK
FIDC Terramagna;30/09/2024;Expected allocation index;0.84;0.8;>=;OK
FIDC Terramagna;31/10/2024;Expected allocation index;0.8288;0.8;>=;OK
FIDC Terramagna;30/11/2024;Expected allocation index;0.8193;0.8;>=;OK
FIDC Terramagna;31/12/2024;Expected allocation index;0.806;0.8;>=;OK
FIDC Terramagna;31/01/2025;Expected allocation index;0.931;0.8;>=;OK
FIDC Terramagna;28/02/2025;Expected allocation index;0.9299;0.8;>=;OK
FIDC Terramagna;31/03/2025;Expected allocation index;0.9273;0.8;>=;OK
FIDC Terramagna;31/10/2023;Repurchase index;0.0013;0.2;<=;OK
FIDC Terramagna;30/11/2023;Repurchase index;0.001;0.2;<=;OK
FIDC Terramagna;31/12/2023;Repurchase index;0.0016;0.2;<=;OK
FIDC Terramagna;31/01/2024;Repurchase index;0.0026;0.2;<=;OK
FIDC Terramagna;29/02/2024;Repurchase index;0.0102;0.2;<=;OK
FIDC Terramagna;31/03/2024;Repurchase index;0.0109;0.2;<=;OK
FIDC Terramagna;30/04/2024;Repurchase index;0.0102;0.2;<=;OK
FIDC Terramagna;31/05/2024;Repurchase index;0.0578;0.2;<=;OK
FIDC Terramagna;30/06/2024;Repurchase index;0.3519;0.2;<=;FLAG
FIDC Terramagna;31/07/2024;Repurchase index;0.0085;0.2;<=;OK
FIDC Terramagna;31/08/2024;Repurchase index;0.0433;0.2;<=;OK
FIDC Terramagna;30/09/2024;Repurchase index;0.0381;0.2;<=;OK
FIDC Terramagna;31/10/2024;Repurchase index;0.0963;0.2;<=;OK
FIDC Terramagna;30/11/2024;Repurchase index;0.3756;0.2;<=;FLAG
FIDC Terramagna;31/12/2024;Repurchase index;0.3829;0.2;<=;FLAG
FIDC Terramagna;31/01/2025;Repurchase index;0.4846;0.2;<=;FLAG
FIDC Terramagna;28/02/2025;Repurchase index;0.6361;0.2;<=;FLAG
FIDC Terramagna;31/03/2025;Repurchase index;0.0908;0.2;<=;OK
FIDC Terramagna;31/10/2023;Cash transfer index;0.0579;0.2;<=;OK
FIDC Terramagna;30/11/2023;Cash transfer index;0.0473;0.2;<=;OK
FIDC Terramagna;31/12/2023;Cash transfer index;0.0452;0.2;<=;OK
FIDC Terramagna;31/01/2024;Cash transfer index;0.0443;0.2;<=;OK
FIDC Terramagna;29/02/2024;Cash transfer index;0.0041;0.2;<=;OK
FIDC Terramagna;31/03/2024;Cash transfer index;0.0347;0.2;<=;OK
FIDC Terramagna;30/04/2024;Cash transfer index;0.0359;0.2;<=;OK
FIDC Terramagna;31/05/2024;Cash transfer index;0.0506;0.2;<=;OK
FIDC Terramagna;30/06/2024;Cash transfer index;0.2606;0.2;<=;FLAG
FIDC Terramagna;31/07/2024;Cash transfer index;0.1856;0.2;<=;OK
FIDC Terramagna;31/08/2024;Cash transfer index;0.1625;0.2;<=;OK
FIDC Terramagna;30/09/2024;Cash transfer index;0.1501;0.2;<=;OK
FIDC Terramagna;31/10/2024;Cash transfer index;0.1964;0.2;<=;OK
FIDC Terramagna;30/11/2024;Cash transfer index;0.2906;0.2;<=;FLAG
FIDC Terramagna;31/12/2024;Cash transfer index;0.2906;0.2;<=;FLAG
FIDC Terramagna;31/01/2025;Cash transfer index;0.2118;0.2;<=;FLAG
FIDC Terramagna;28/02/2025;Cash transfer index;0.3762;0.2;<=;FLAG
FIDC Terramagna;31/03/2025;Cash transfer index;0.1827;0.2;<=;OK
FIDC Fenix;30/04/2024;Delinquency F30;0.009647614;0.15;<=;OK
FIDC Fenix;31/05/2024;Delinquency F30;0.035553747;0.15;<=;OK
FIDC Fenix;30/06/2024;Delinquency F30;0.012115095614422238;0.15;<=;OK
FIDC Fenix;31/07/2024;Delinquency F30;0.014505016877980231;0.15;<=;OK
FIDC Fenix;31/08/2024;Delinquency F30;0.017175238463083012;0.15;<=;OK
FIDC Fenix;30/09/2024;Delinquency F30;0.020282077;0.15;<=;OK
FIDC Fenix;31/10/2024;Delinquency F30;0.02260726;0.15;<=;OK
FIDC Fenix;30/11/2024;Delinquency F30;0.023198872170082586;0.15;<=;OK
FIDC Fenix;31/12/2024;Delinquency F30;0.026911452;0.15;<=;OK
FIDC Fenix;31/01/2025;Delinquency F30;0.031131497;0.15;<=;OK
FIDC Fenix;28/02/2025;Delinquency F30;0.035832485956176496;0.15;<=;OK
FIDC Fenix;31/03/2025;Delinquency F30;0.04516275;0.15;<=;OK
FIDC Fenix;30/04/2025;Delinquency F30;0.04926;0.15;<=;OK
FIDC Fenix;30/04/2024;Delinquency F60;0.006123207;0.1;<=;OK
FIDC Fenix;31/05/2024;Delinquency F60;0.008130579;0.1;<=;OK
FIDC Fenix;30/06/2024;Delinquency F60;0.009453834;0.1;<=;OK
FIDC Fenix;31/07/2024;Delinquency F60;0.011697874701766354;0.1;<=;OK
FIDC Fenix;31/08/2024;Delinquency F60;0.013881936940102665;0.1;<=;OK
FIDC Fenix;30/09/2024;Delinquency F60;0.01655129;0.1;<=;OK
FIDC Fenix;31/10/2024;Delinquency F60;0.018831370780577072;0.1;<=;OK
FIDC Fenix;30/11/2024;Delinquency F60;0.019376392;0.1;<=;OK
FIDC Fenix;31/12/2024;Delinquency F60;0.022590236;0.1;<=;OK
FIDC Fenix;31/01/2025;Delinquency F60;0.026735367308238212;0.1;<=;OK
FIDC Fenix;28/02/2025;Delinquency F60;0.030819363;0.1;<=;OK
FIDC Fenix;31/03/2025;Delinquency F60;0.038136501;0.1;<=;OK
FIDC Fenix;30/04/2025;Delinquency F60;0.043;0.1;<=;OK
Deb Mottu;31/01/2024;LTV (Indebtedness Ratio);0.1227;0.8;<=;OK
Deb Mottu;29/02/2024;LTV (Indebtedness Ratio);0.1317;0.8;<=;OK
Deb Mottu;31/03/2024;LTV (Indebtedness Ratio);0.1475;0.8;<=;OK
Deb Mottu;30/04/2024;LTV (Indebtedness Ratio);0.1642;0.8;<=;OK
Deb Mottu;31/05/2024;LTV (Indebtedness Ratio);0.1826;0.8;<=;OK
Deb Mottu;30/06/2024;LTV (Indebtedness Ratio);0.2014;0.8;<=;OK
Deb Mottu;31/07/2024;LTV (Indebtedness Ratio);0.2074;0.8;<=;OK
Deb Mottu;31/08/2024;LTV (Indebtedness Ratio);0.2511;0.8;<=;OK
Deb Mottu;30/09/2024;LTV (Indebtedness Ratio);0.2501;0.8;<=;OK
Deb Mottu;31/10/2024;LTV (Indebtedness Ratio);0.257;0.8;<=;OK
Deb Mottu;30/11/2024;LTV (Indebtedness Ratio);0.2736;0.8;<=;OK
Deb Mottu;31/12/2024;LTV (Indebtedness Ratio);0.3043;0.8;<=;OK
Deb Mottu;31/01/2025;LTV (Indebtedness Ratio);0.3149;0.8;<=;OK
Deb Mottu;28/02/2025;LTV (Indebtedness Ratio);0.3044;0.8;<=;OK
Deb Mottu;31/03/2025;LTV (Indebtedness Ratio);0.3029;0.8;<=;OK
Deb Mottu;31/01/2024;Annual Theft and Loss Rate;0.0047;0.04;<=;OK
Deb Mottu;29/02/2024;Annual Theft and Loss Rate;0.0046;0.04;<=;OK
Deb Mottu;31/03/2024;Annual Theft and Loss Rate;0.0039;0.04;<=;OK
Deb Mottu;30/04/2024;Annual Theft and Loss Rate;0.0029;0.04;<=;OK
Deb Mottu;31/05/2024;Annual Theft and Loss Rate;0.0015;0.04;<=;OK
Deb Mottu;30/06/2024;Annual Theft and Loss Rate;0.0015;0.04;<=;OK
Deb Mottu;31/07/2024;Annual Theft and Loss Rate;0.0023;0.04;<=;OK
Deb Mottu;31/08/2024;Annual Theft and Loss Rate;0.0023;0.04;<=;OK
Deb Mottu;30/09/2024;Annual Theft and Loss Rate;0.0022;0.04;<=;OK
Deb Mottu;31/10/2024;Annual Theft and Loss Rate;0.0014;0.04;<=;OK
Deb Mottu;30/11/2024;Annual Theft and Loss Rate;0.0012;0.04;<=;OK
Deb Mottu;31/12/2024;Annual Theft and Loss Rate;0.0027;0.04;<=;OK
Deb Mottu;31/01/2025;Annual Theft and Loss Rate;0.0029;0.04;<=;OK
Deb Mottu;28/02/2025;Annual Theft and Loss Rate;0.0026;0.04;<=;OK
Deb Mottu;31/03/2025;Annual Theft and Loss Rate;0.0027;0.04;<=;OK
Deb Mottu;31/01/2024;Absolut Theft and Loss Rate;0.0046;0.12;<=;OK
Deb Mottu;29/02/2024;Absolut Theft and Loss Rate;0.0046;0.12;<=;OK
Deb Mottu;31/03/2024;Absolut Theft and Loss Rate;0.0042;0.12;<=;OK
Deb Mottu;30/04/2024;Absolut Theft and Loss Rate;0.0037;0.12;<=;OK
Deb Mottu;31/05/2024;Absolut Theft and Loss Rate;0.0028;0.12;<=;OK
Deb Mottu;30/06/2024;Absolut Theft and Loss Rate;0.0047;0.12;<=;OK
Deb Mottu;31/07/2024;Absolut Theft and Loss Rate;0.0053;0.12;<=;OK
Deb Mottu;31/08/2024;Absolut Theft and Loss Rate;0.0051;0.12;<=;OK
Deb Mottu;30/09/2024;Absolut Theft and Loss Rate;0.0049;0.12;<=;OK
Deb Mottu;31/10/2024;Absolut Theft and Loss Rate;0.004;0.12;<=;OK
Deb Mottu;30/11/2024;Absolut Theft and Loss Rate;0.0036;0.12;<=;OK
Deb Mottu;31/12/2024;Absolut Theft and Loss Rate;0.0072;0.12;<=;OK
Deb Mottu;31/01/2025;Absolut Theft and Loss Rate;0.0073;0.12;<=;OK
Deb Mottu;28/02/2025;Absolut Theft and Loss Rate;0.0073;0.12;<=;OK
Deb Mottu;31/03/2025;Absolut Theft and Loss Rate;0.0075;0.12;<=;OK
Deb Mottu;31/01/2024;Cash Flow Coverage;3.6046;1.2;>=;OK
Deb Mottu;29/02/2024;Cash Flow Coverage;3.557;1.2;>=;OK
Deb Mottu;31/03/2024;Cash Flow Coverage;3.9868;1.2;>=;OK
Deb Mottu;30/04/2024;Cash Flow Coverage;2.8045;1.2;>=;OK
Deb Mottu;31/05/2024;Cash Flow Coverage;3.594;1.2;>=;OK
Deb Mottu;30/06/2024;Cash Flow Coverage;3.2357;1.2;>=;OK
Deb Mottu;31/07/2024;Cash Flow Coverage;3.125;1.2;>=;OK
Deb Mottu;31/08/2024;Cash Flow Coverage;3.4815;1.2;>=;OK
Deb Mottu;30/09/2024;Cash Flow Coverage;3.0182;1.2;>=;OK
Deb Mottu;31/10/2024;Cash Flow Coverage;1.9671;1.2;>=;OK
Deb Mottu;30/11/2024;Cash Flow Coverage;2.7783;1.2;>=;OK
Deb Mottu;31/12/2024;Cash Flow Coverage;2.5221;1.2;>=;OK
Deb Mottu;31/01/2025;Cash Flow Coverage;1.9637;1.2;>=;OK
Deb Mottu;28/02/2025;Cash Flow Coverage;1.5249;1.2;>=;OK
Deb Mottu;31/03/2025;Cash Flow Coverage;1.2243;1.2;>=;OK
Deb Mottu;31/01/2024;Minimum Cash Flow;2.048;1;>=;OK
Deb Mottu;29/02/2024;Minimum Cash Flow;2.5477;1;>=;OK
Deb Mottu;31/03/2024;Minimum Cash Flow;2.5828;1;>=;OK
Deb Mottu;30/04/2024;Minimum Cash Flow;5.87;1;>=;OK
Deb Mottu;31/05/2024;Minimum Cash Flow;1.3675;1;>=;OK
Deb Mottu;30/06/2024;Minimum Cash Flow;1.4488;1;>=;OK
Deb Mottu;31/07/2024;Minimum Cash Flow;1.6696;1;>=;OK
Deb Mottu;31/08/2024;Minimum Cash Flow;1.7823;1;>=;OK
Deb Mottu;30/09/2024;Minimum Cash Flow;1.5367;1;>=;OK
Deb Mottu;31/10/2024;Minimum Cash Flow;1.5202;1;>=;OK
Deb Mottu;30/11/2024;Minimum Cash Flow;1.245;1;>=;OK
Deb Mottu;31/12/2024;Minimum Cash Flow;1.3975;1;>=;OK
Deb Mottu;31/01/2025;Minimum Cash Flow;2.3038;1;>=;OK
Deb Mottu;28/02/2025;Minimum Cash Flow;2.3819;1;>=;OK
Deb Mottu;31/03/2025;Minimum Cash Flow;2.2653;1;>=;OK
Deb Mottu;31/07/2024;Escrow Account Held Balance;3.0883;2;>=;OK
Deb Mottu;31/08/2024;Escrow Account Held Balance;3.3847;2;>=;OK
Deb Mottu;30/09/2024;Escrow Account Held Balance;3.1941;2;>=;OK
Deb Mottu;31/10/2024;Escrow Account Held Balance;3.3221;2;>=;OK
Deb Mottu;30/11/2024;Escrow Account Held Balance;3.4154;2;>=;OK
Deb Mottu;31/12/2024;Escrow Account Held Balance;3.1243;2;>=;OK
Deb Mottu;31/01/2025;Escrow Account Held Balance;3.1888;2;>=;OK
Deb Mottu;28/02/2025;Escrow Account Held Balance;3.6332;2;>=;OK
Deb Mottu;31/03/2025;Escrow Account Held Balance;2.3056;2;>=;OK
Deb Mottu;31/01/2024;Fleet Occupancy;0.9566;0.75;>=;OK
Deb Mottu;29/02/2024;Fleet Occupancy;0.9416;0.75;>=;OK
Deb Mottu;31/03/2024;Fleet Occupancy;0.9201;0.75;>=;OK
Deb Mottu;30/04/2024;Fleet Occupancy;0.926;0.75;>=;OK
Deb Mottu;31/05/2024;Fleet Occupancy;0.9247;0.75;>=;OK
Deb Mottu;30/06/2024;Fleet Occupancy;0.9331;0.75;>=;OK
Deb Mottu;31/07/2024;Fleet Occupancy;0.9296;0.75;>=;OK
Deb Mottu;31/08/2024;Fleet Occupancy;0.9167;0.75;>=;OK
Deb Mottu;30/09/2024;Fleet Occupancy;0.9107;0.75;>=;OK
Deb Mottu;31/10/2024;Fleet Occupancy;0.907;0.75;>=;OK
Deb Mottu;30/11/2024;Fleet Occupancy;0.9168;0.75;>=;OK
Deb Mottu;31/12/2024;Fleet Occupancy;0.9435;0.75;>=;OK
Deb Mottu;31/01/2025;Fleet Occupancy;0.9518;0.75;>=;OK
Deb Mottu;28/02/2025;Fleet Occupancy;0.9628;0.75;>=;OK
Deb Mottu;31/03/2025;Fleet Occupancy;0.9441;0.75;>=;OK
Deb Mottu V;30/11/2024;LTV (Indebtedness Ratio);0.2736;0.8;<=;OK
Deb Mottu V;31/12/2024;LTV (Indebtedness Ratio);0.3043;0.8;<=;OK
Deb Mottu V;31/01/2025;LTV (Indebtedness Ratio);0.3149;0.8;<=;OK
Deb Mottu V;28/02/2025;LTV (Indebtedness Ratio);0.3044;0.8;<=;OK
Deb Mottu V;31/03/2025;LTV (Indebtedness Ratio);0.3029;0.8;<=;OK
Deb Mottu V;30/11/2024;Annual Theft and Loss Rate;0.0012;0.04;<=;OK
Deb Mottu V;31/12/2024;Annual Theft and Loss Rate;0.0027;0.04;<=;OK
Deb Mottu V;31/01/2025;Annual Theft and Loss Rate;0.0029;0.04;<=;OK
Deb Mottu V;28/02/2025;Annual Theft and Loss Rate;0.0026;0.04;<=;OK
Deb Mottu V;31/03/2025;Annual Theft and Loss Rate;0.0027;0.04;<=;OK
Deb Mottu V;30/11/2024;Absolut Theft and Loss Rate;0.0036;0.12;<=;OK
Deb Mottu V;31/12/2024;Absolut Theft and Loss Rate;0.0072;0.12;<=;OK
Deb Mottu V;31/01/2025;Absolut Theft and Loss Rate;0.0073;0.12;<=;OK
Deb Mottu V;28/02/2025;Absolut Theft and Loss Rate;0.0073;0.12;<=;OK
Deb Mottu V;31/03/2025;Absolut Theft and Loss Rate;0.0075;0.12;<=;OK
Deb Mottu V;30/11/2024;Cash Flow Coverage;1.8989;1.2;>=;OK
Deb Mottu V;31/12/2024;Cash Flow Coverage;2.0631;1.2;>=;OK
Deb Mottu V;31/01/2025;Cash Flow Coverage;1.6842;1.2;>=;OK
Deb Mottu V;28/02/2025;Cash Flow Coverage;2.9926;1.2;>=;OK
Deb Mottu V;31/03/2025;Cash Flow Coverage;2.2603;1.2;>=;OK
Deb Mottu V;30/11/2024;Minimum Cash Flow;1.6798;1;>=;OK
Deb Mottu V;31/12/2024;Minimum Cash Flow;1.5116;1;>=;OK
Deb Mottu V;31/01/2025;Minimum Cash Flow;1.0747;1;>=;OK
Deb Mottu V;28/02/2025;Minimum Cash Flow;1.0938;1;>=;OK
Deb Mottu V;31/03/2025;Minimum Cash Flow;1.5146;1;>=;OK
Deb Mottu V;30/11/2024;Escrow Account Held Balance;2;2;>=;OK
Deb Mottu V;31/12/2024;Escrow Account Held Balance;2.2321;2;>=;OK
Deb Mottu V;31/01/2025;Escrow Account Held Balance;2.29;2;>=;OK
Deb Mottu V;28/02/2025;Escrow Account Held Balance;2.92;2;>=;OK
Deb Mottu V;31/03/2025;Escrow Account Held Balance;4.35;2;>=;OK
Deb Mottu V;30/11/2024;Fleet Occupancy;0.9168;0.75;>=;OK
Deb Mottu V;31/12/2024;Fleet Occupancy;0.9435;0.75;>=;OK
Deb Mottu V;31/01/2025;Fleet Occupancy;0.9518;0.75;>=;OK
Deb Mottu V;28/02/2025;Fleet Occupancy;0.9628;0.75;>=;OK
Deb Mottu V;31/03/2025;Fleet Occupancy;0.9441;0.75;>=;OK
FIDC Alume;30/04/2024;Debtor Concentration;0.004;0.2;<=;OK
FIDC Alume;31/05/2024;Debtor Concentration;0.004;0.2;<=;OK
FIDC Alume;30/06/2024;Debtor Concentration;0.003;0.2;<=;OK
FIDC Alume;31/07/2024;Debtor Concentration;0.003;0.2;<=;OK
FIDC Alume;31/08/2024;Debtor Concentration;0.003;0.2;<=;OK
FIDC Alume;30/09/2024;Debtor Concentration;0.003;0.2;<=;OK
FIDC Alume;31/10/2024;Debtor Concentration;0.003;0.2;<=;OK
FIDC Alume;30/11/2024;Debtor Concentration;0.003;0.2;<=;OK
FIDC Alume;31/12/2024;Debtor Concentration;0.003;0.2;<=;OK
FIDC Alume;31/01/2025;Debtor Concentration;0.0028;0.2;<=;OK
FIDC Alume;28/02/2025;Debtor Concentration;0.003;0.2;<=;OK
FIDC Alume;31/03/2025;Debtor Concentration;0.0027;0.2;<=;OK
FIDC Alume;30/04/2024;Allowance CCBs as a % of total CRs;0.448;0.55;<=;OK
FIDC Alume;31/05/2024;Allowance CCBs as a % of total CRs;0.48;0.55;<=;OK
FIDC Alume;30/06/2024;Allowance CCBs as a % of total CRs;0.444;0.55;<=;OK
FIDC Alume;31/07/2024;Allowance CCBs as a % of total CRs;0.447;0.55;<=;OK
FIDC Alume;31/08/2024;Allowance CCBs as a % of total CRs;0.473;0.55;<=;OK
FIDC Alume;30/09/2024;Allowance CCBs as a % of total CRs;0.459;0.55;<=;OK
FIDC Alume;31/10/2024;Allowance CCBs as a % of total CRs;0.454;0.55;<=;OK
FIDC Alume;30/11/2024;Allowance CCBs as a % of total CRs;0.473;0.55;<=;OK
FIDC Alume;31/12/2024;Allowance CCBs as a % of total CRs;0.439;0.55;<=;OK
FIDC Alume;30/04/2024;Average fiscal term (calendar days);366;366;>=;OK
FIDC Alume;31/05/2024;Average fiscal term (calendar days);366;366;>=;OK
FIDC Alume;30/06/2024;Average fiscal term (calendar days);366;366;>=;OK
FIDC Alume;31/07/2024;Average fiscal term (calendar days);366;366;>=;OK
FIDC Alume;31/08/2024;Average fiscal term (calendar days);366;366;>=;OK
FIDC Alume;30/09/2024;Average fiscal term (calendar days);366;366;>=;OK
FIDC Alume;31/10/2024;Average fiscal term (calendar days);366;366;>=;OK
FIDC Alume;30/11/2024;Average fiscal term (calendar days);366;366;>=;OK
FIDC Alume;31/12/2024;Average fiscal term (calendar days);360;366;>=;FLAG
FIDC Alume;31/01/2025;Average fiscal term (calendar days);366;366;>=;OK
FIDC Alume;28/02/2025;Average fiscal term (calendar days);366;366;>=;OK
FIDC Alume;31/03/2025;Average fiscal term (calendar days);366;366;>=;OK
FIDC Vixtra;30/04/2024;LTV;0.477783706;0.75;<=;OK
FIDC Vixtra;31/05/2024;LTV;0.479415675;0.75;<=;OK
FIDC Vixtra;30/06/2024;LTV;0.544931582;0.75;<=;OK
FIDC Vixtra;31/07/2024;LTV;0.538030688;0.75;<=;OK
FIDC Vixtra;31/08/2024;LTV;0.559991172;0.75;<=;OK
FIDC Vixtra;30/09/2024;LTV;0.553743259;0.75;<=;OK
FIDC Vixtra;31/10/2024;LTV;0.549913632;0.75;<=;OK
FIDC Vixtra;30/11/2024;LTV;0.556062374;0.75;<=;OK
FIDC Vixtra;31/12/2024;LTV;0.52265442;0.75;<=;OK
FIDC Vixtra;31/01/2025;LTV;0.607639238;0.75;<=;OK
FIDC Vixtra;28/02/2025;LTV;0.411718738;0.75;<=;OK
FIDC Vixtra;31/03/2025;LTV;0.53631048;0.75;<=;OK
FIDC Turbi;30/04/2024;Coverage Ratio;0.9;0.9;>=;OK
FIDC Turbi;31/05/2024;Coverage Ratio;0.9;0.9;>=;OK
FIDC Turbi;30/06/2024;Coverage Ratio;0.9;0.9;>=;OK
FIDC Turbi;31/07/2024;Coverage Ratio;1;0.9;>=;OK
FIDC Turbi;31/08/2024;Coverage Ratio;0.9;0.9;>=;OK
FIDC Turbi;30/09/2024;Coverage Ratio;0.9;0.9;>=;OK
FIDC Turbi;31/10/2024;Coverage Ratio;0.9;0.9;>=;OK
FIDC Turbi;30/11/2024;Coverage Ratio;0.9;0.9;>=;OK
FIDC Turbi;31/12/2024;Coverage Ratio;0.9;0.9;>=;OK
FIDC Turbi;31/01/2025;Coverage Ratio;0.95;0.9;>=;OK
FIDC Turbi;28/02/2025;Coverage Ratio;1;0.9;>=;OK
FIDC Turbi;31/03/2025;Coverage Ratio;1.1;0.9;>=;OK
FIDC Turbi;31/10/2024;UTR;0.756;;;
FIDC Turbi;30/11/2024;UTR;0.626;;;
FIDC Turbi;31/12/2024;UTR;0.707;;;
FIDC Turbi;31/01/2025;UTR;0.707;;;
FIDC Turbi;28/02/2025;UTR;0.726;;;
